[ 0.98838824],0.001,0.016057091882247992
[ 0.98348171],0.002,0.01873327386262266
[ 0.97808313],0.003,0.0231935771632471
[ 0.97500855],0.004,0.026761819803746655
[ 0.96990025],0.005,0.03746654772524532
[ 0.96291852],0.006,0.04727921498661909
[ 0.95972514],0.007,0.049955396966993755
[ 0.95473933],0.008,0.054415700267618196
[ 0.95041919],0.009000000000000001,0.06333630686886708
[ 0.94431257],0.01,0.07314897413024085
[ 0.9397276],0.011,0.07939339875111508
[ 0.93571258],0.012,0.08652988403211419
[ 0.9259398],0.013000000000000001,0.10347903657448707
[ 0.92105418],0.014,0.11239964317573595
[ 0.91789103],0.015,0.11507582515611062
[ 0.91233408],0.016,0.12310437109723461
[ 0.90834558],0.017,0.12845673505798394
[ 0.90481955],0.018000000000000002,0.13291703835860838
[ 0.89966547],0.019,0.1391614629794826
[ 0.89722204],0.02,0.1409455842997324
[ 0.89131355],0.021,0.1471900089206066
[ 0.88317037],0.022,0.15789473684210525
[ 0.87791586],0.023,0.17305976806422838
[ 0.87046623],0.024,0.18287243532560213
[ 0.86130804],0.025,0.1926851025869759
[ 0.85605711],0.026000000000000002,0.19803746654772525
[ 0.85088646],0.027,0.20606601248884923
[ 0.84664303],0.028,0.21141837644959857
[ 0.84321672],0.029,0.21409455842997324
[ 0.83550692],0.03,0.2256913470115968
[ 0.83119643],0.031,0.22747546833184656
[ 0.82687527],0.032,0.2328278322925959
[ 0.82410675],0.033,0.23728813559322035
[ 0.81985813],0.034,0.24353256021409456
[ 0.81414855],0.035,0.24977698483496877
[ 0.8094303],0.036000000000000004,0.2604817127564674
[ 0.80642414],0.037,0.26583407671721676
[ 0.80118424],0.038,0.2711864406779661
[ 0.79682511],0.039,0.2783229259589652
[ 0.79221982],0.04,0.2818911685994648
[ 0.78759176],0.041,0.2863514719000892
[ 0.7830044],0.042,0.2925958965209634
[ 0.77646804],0.043000000000000003,0.3006244424620874
[ 0.77286845],0.044,0.3015165031222123
[ 0.76817971],0.045,0.3050847457627119
[ 0.76261294],0.046,0.31043710972346117
[ 0.75829959],0.047,0.31400535236396077
[ 0.75251883],0.048,0.3193577163247101
[ 0.74845821],0.049,0.32292595896520965
[ 0.74514812],0.05,0.3264942016057092
[ 0.74036437],0.051000000000000004,0.33541480820695807
[ 0.73395866],0.052000000000000005,0.3434433541480821
[ 0.73113215],0.053,0.3479036574487065
[ 0.72702706],0.054,0.35057983942908116
[ 0.72355074],0.055,0.35504014272970563
[ 0.71988821],0.056,0.360392506690455
[ 0.71697468],0.057,0.360392506690455
[ 0.71482354],0.058,0.360392506690455
[ 0.71197748],0.059000000000000004,0.36306868867082964
[ 0.70518827],0.06,0.36574487065120426
[ 0.70167577],0.061,0.3702051739518287
[ 0.69662893],0.062,0.37644959857270294
[ 0.69190818],0.063,0.3818019625334523
[ 0.6888988],0.064,0.38447814451382695
[ 0.6861816],0.065,0.3862622658340767
[ 0.68403],0.066,0.3871543264942016
[ 0.67897052],0.067,0.39339875111507583
[ 0.67685413],0.068,0.3951828724353256
[ 0.67329013],0.069,0.39785905441570024
[ 0.66946703],0.07,0.4023193577163247
[ 0.66580838],0.07100000000000001,0.4041034790365745
[ 0.66168791],0.07200000000000001,0.4085637823371989
[ 0.65870237],0.073,0.41213202497769846
[ 0.65329242],0.074,0.41659232827832293
[ 0.6513564],0.075,0.4192685102586976
[ 0.6479333],0.076,0.42283675289919714
[ 0.64386094],0.077,0.4281891168599465
[ 0.64190888],0.078,0.4299732381801962
[ 0.63860518],0.079,0.43086529884032115
[ 0.63494021],0.08,0.43800178412132024
[ 0.63228381],0.081,0.4415700267618198
[ 0.62920755],0.082,0.4424620874219447
[ 0.62444925],0.083,0.44781445138269405
[ 0.61931598],0.084,0.45495093666369313
[ 0.61609572],0.085,0.4576271186440678
[ 0.61364686],0.08600000000000001,0.46030330062444247
[ 0.61141419],0.08700000000000001,0.46030330062444247
[ 0.60973924],0.088,0.46119536128456734
[ 0.60610968],0.089,0.4647636039250669
[ 0.60270286],0.09,0.4701159678858162
[ 0.6009376],0.091,0.4727921498661909
[ 0.59673744],0.092,0.47368421052631576
[ 0.59348756],0.093,0.47636039250669043
[ 0.59119189],0.094,0.47814451382694023
[ 0.58752036],0.095,0.4817127564674398
[ 0.58421612],0.096,0.48349687778768957
[ 0.5805735],0.097,0.487957181088314
[ 0.57487667],0.098,0.49687778768956287
[ 0.57113481],0.099,0.5022301516503123
[ 0.5690183],0.1,0.504014272970562
[ 0.56392163],0.101,0.5075825156110616
[ 0.56313676],0.10200000000000001,0.5075825156110616
[ 0.55905449],0.10300000000000001,0.5093666369313113
[ 0.55721509],0.10400000000000001,0.5111507582515611
[ 0.55366141],0.105,0.5165031222123104
[ 0.54891407],0.106,0.5218554861730598
[ 0.54515332],0.107,0.5254237288135594
[ 0.54039425],0.108,0.5263157894736842
[ 0.5363726],0.109,0.5289919714540589
[ 0.53059804],0.11,0.5343443354148082
[ 0.52828681],0.111,0.5370205173951829
[ 0.5247283],0.112,0.5405887600356825
[ 0.52160519],0.113,0.5432649420160571
[ 0.51814067],0.114,0.5450490633363069
[ 0.51626682],0.115,0.5459411239964318
[ 0.51299673],0.116,0.5512934879571811
[ 0.51089931],0.117,0.5539696699375558
[ 0.50836003],0.11800000000000001,0.5566458519179304
[ 0.50521159],0.11900000000000001,0.559322033898305
[ 0.50339657],0.12,0.56021409455843
[ 0.50137269],0.121,0.5619982158786797
[ 0.49853215],0.122,0.5655664585191793
[ 0.49488688],0.123,0.5691347011596789
[ 0.49235839],0.124,0.5709188224799286
[ 0.48817492],0.125,0.576271186440678
[ 0.48583353],0.126,0.5771632471008028
[ 0.48437607],0.127,0.5780553077609277
[ 0.48172137],0.128,0.5807314897413024
[ 0.47977242],0.129,0.5816235504014273
[ 0.47813782],0.13,0.5825156110615521
[ 0.47494432],0.131,0.584299732381802
[ 0.47265276],0.132,0.5860838537020517
[ 0.46981412],0.133,0.5878679750223015
[ 0.46765518],0.134,0.5905441570026762
[ 0.46595809],0.135,0.5941123996431757
[ 0.46375728],0.136,0.5958965209634255
[ 0.46172497],0.137,0.5958965209634255
[ 0.45893398],0.138,0.5967885816235504
[ 0.45715728],0.139,0.5976806422836753
[ 0.45228925],0.14,0.6048171275646744
[ 0.44990891],0.14100000000000001,0.6048171275646744
[ 0.44691563],0.14200000000000002,0.6066012488849242
[ 0.44404939],0.14300000000000002,0.6110615521855486
[ 0.44251394],0.14400000000000002,0.6119536128456735
[ 0.44095021],0.145,0.6128456735057984
[ 0.43810913],0.146,0.6164139161462979
[ 0.4358798],0.147,0.6181980374665478
[ 0.43426883],0.148,0.6199821587867975
[ 0.43098983],0.149,0.6226583407671722
